Credit Score,City,Credit Balance,Checking Account Number,PIN,Zip,Checking Balance,Last Name,Address,First Name,Credit Limit,Savings Balance,Phone Number,ID,State,Savings Account Number,Date of Birth,Credit Account Number
522,El Paso,80.02,1000198,5301,79999,2343.54,Lee,101 Random Rd.,Jerry,400,10774.94,(915) 123-4567,198,TX,2000198,4/27/50,3000198
481,El Paso,112.86,1000722,2371,79999,2133.34,Hernandez,101 Random Rd.,Sean,400,4294.6,(915) 123-4567,722,TX,2000722,9/13/48,3000722
568,El Paso,68.23,1000887,2829,79999,1787.18,Williams,101 Random Rd.,Stephanie,400,14355.12,(915) 123-4567,887,TX,2000887,10/15/88,3000887
641,El Paso,704.99,1000383,2328,79999,1678.62,Alvarez,101 Random Rd.,Elizabeth,4400,3958.47,(915) 123-4567,383,TX,2000383,6/13/49,3000383
433,El Paso,4.08,1000408,3729,79999,2338.08,Mahoney,101 Random Rd.,Kayla,100,6825.37,(915) 123-4567,408,TX,2000408,12/8/38,3000408
310,El Paso,30.62,1000126,4784,79999,2442.33,Davenport,101 Random Rd.,Monica,600,8846.11,(915) 123-4567,126,TX,2000126,3/29/30,3000126
333,El Paso,66.81,1000945,1832,79999,2136.43,Mathis,101 Random Rd.,Brett,300,24479.75,(915) 123-4567,945,TX,2000945,4/6/78,3000945
722,El Paso,714.2,1000344,3747,79999,2392.66,Glenn,101 Random Rd.,Patricia,5100,11426.11,(915) 123-4567,344,TX,2000344,12/6/64,3000344
468,El Paso,110.82,1000293,3209,79999,2149.08,Alexander,101 Random Rd.,Tami,500,15878.72,(915) 123-4567,293,TX,2000293,9/28/85,3000293
808,El Paso,1917.67,1000738,4288,79999,1576.52,Bailey,101 Random Rd.,Jennifer,21300,5653.11,(915) 123-4567,738,TX,2000738,7/18/90,3000738
325,El Paso,138.55,1000859,8722,79999,1851.85,Peters,101 Random Rd.,Lisa,600,22000.19,(915) 123-4567,859,TX,2000859,6/26/64,3000859
462,El Paso,36.22,1000895,3863,79999,1523.11,Morse,101 Random Rd.,Amy,400,22116.93,(915) 123-4567,895,TX,2000895,10/27/83,3000895
812,El Paso,2376.69,1000966,5874,79999,2461.58,Riley,101 Random Rd.,Andrea,19800,23271.81,(915) 123-4567,966,TX,2000966,7/6/53,3000966
819,El Paso,2541.1,1000575,1919,79999,2477.66,Bell,101 Random Rd.,Bradley,23100,10243.25,(915) 123-4567,575,TX,2000575,1/26/57,3000575
447,El Paso,12.36,1000286,8596,79999,1836.68,Martinez,101 Random Rd.,Tammy,100,18575.43,(915) 123-4567,286,TX,2000286,4/2/50,3000286
524,El Paso,90.57,1000803,5201,79999,2134.01,Griffin,101 Random Rd.,Michelle,600,24786.94,(915) 123-4567,803,TX,2000803,2/26/79,3000803
526,El Paso,28.39,1000989,7366,79999,1877.79,Greene,101 Random Rd.,Timothy,100,24591.82,(915) 123-4567,989,TX,2000989,1/23/21,3000989
741,El Paso,3975.97,1000928,8662,79999,1852.36,Taylor,101 Random Rd.,Sarah,15900,19608.61,(915) 123-4567,928,TX,2000928,1/21/65,3000928
456,El Paso,36.82,1000923,5415,79999,2292.86,Khan,101 Random Rd.,Matthew,600,9524.78,(915) 123-4567,923,TX,2000923,7/9/86,3000923
607,El Paso,299.69,1000209,6153,79999,2387.46,Delgado,101 Random Rd.,Jeffrey,2300,10088.89,(915) 123-4567,209,TX,2000209,10/28/54,3000209
606,El Paso,380.7,1000240,6414,79999,2238.44,Patterson,101 Random Rd.,Kaylee,1900,10332.34,(915) 123-4567,240,TX,2000240,2/19/76,3000240
714,El Paso,1155.43,1000087,3936,79968,2259.81,Yanez,500 W. University Ave.,Alejandro,5500,17329.12,(915) 747-5000,87,TX,2000087,1/31/07,3000087
407,El Paso,24.91,1000196,2833,79999,2441.57,Rowland,101 Random Rd.,Nicole,400,15174.75,(915) 123-4567,196,TX,2000196,11/9/65,3000196
690,El Paso,272.3,1000487,7836,79999,1947.42,Owens,101 Random Rd.,Steven,6800,7792.58,(915) 123-4567,487,TX,2000487,10/1/10,3000487
829,El Paso,0.11,1000806,1961,79999,1599.68,Martinez,101 Random Rd.,Jonathan,17500,20128.66,(915) 123-4567,806,TX,2000806,6/17/72,3000806
710,El Paso,132.67,1000565,5350,79999,2221.23,Wilson,101 Random Rd.,Corey,6600,16278.47,(915) 123-4567,565,TX,2000565,7/20/94,3000565
800,El Paso,0.62,1000903,7918,79999,2059.47,Huang,101 Random Rd.,Jennifer,23200,6413.13,(915) 123-4567,903,TX,2000903,5/30/20,3000903
741,El Paso,880.97,1000529,1296,79999,2147.6,Brown,101 Random Rd.,Ryan,11000,23824.87,(915) 123-4567,529,TX,2000529,8/21/77,3000529
808,Anaheim,3300.35,1000035,5887,92802,1812.56,Disney,1313 Disneyland Dr.,Lilo,16500,23428.69,(714) 781-4636,35,CA,2000035,6/4/37,3000035
568,El Paso,21.74,1000078,2444,79968,2371.05,Sanchez,500 W. University Ave.,Irvin,300,16427.27,(915) 747-5000,78,TX,2000078,9/12/98,3000078
742,El Paso,2754.2,1000550,8618,79999,1682.76,Johnson,101 Random Rd.,Kimberly,10200,16532.33,(915) 123-4567,550,TX,2000550,9/25/62,3000550
762,El Paso,1975.75,1000181,2172,79999,2048.86,Coleman,101 Random Rd.,Nathan,7900,22004.91,(915) 123-4567,181,TX,2000181,1/21/72,3000181
718,El Paso,2072.88,1000333,3803,79999,2014.16,Scott,101 Random Rd.,Kevin,7400,16065.75,(915) 123-4567,333,TX,2000333,9/3/45,3000333
567,El Paso,48.94,1000186,4443,79999,1796.21,Alvarez,101 Random Rd.,Jeremy,400,20370.19,(915) 123-4567,186,TX,2000186,11/13/71,3000186
607,El Paso,360.58,1001012,3306,79999,1918.46,Lynch,101 Random Rd.,Carlos,4000,10318.02,(915) 123-4567,1012,TX,2001012,1/22/55,3001012
751,El Paso,830.44,1000862,8193,79999,1652.94,Gonzalez,101 Random Rd.,Mark,8300,24288.15,(915) 123-4567,862,TX,2000862,7/24/28,3000862
711,El Paso,612.15,1000111,2176,79999,1572.07,Palmer,101 Random Rd.,Logan,6800,5371.84,(915) 123-4567,111,TX,2000111,9/12/59,3000111
673,El Paso,648.33,1000208,2761,79999,1520.44,Foster,101 Random Rd.,Shirley,5400,10652.98,(915) 123-4567,208,TX,2000208,1/4/92,3000208
664,El Paso,200.96,1000904,8705,79999,1504.67,Evans,101 Random Rd.,Melissa,2000,4012.25,(915) 123-4567,904,TX,2000904,2/16/15,3000904
683,Anaheim,855.8,1000011,5178,92802,1615.95,Disney,1313 Disneyland Dr.,Aladdin,5700,1923.55,(714) 781-4636,11,CA,2000011,2/16/28,3000011
810,El Paso,3587.8,1000294,8538,79999,1913.05,Davis,101 Random Rd.,Susan,21100,11869.87,(915) 123-4567,294,TX,2000294,3/18/76,3000294
840,El Paso,645.88,1000182,1291,79999,2216.92,Richardson,101 Random Rd.,Kimberly,21500,18126.86,(915) 123-4567,182,TX,2000182,2/4/74,3000182
452,El Paso,115.79,1000760,8255,79999,2401.98,Mann,101 Random Rd.,Catherine,500,10530.28,(915) 123-4567,760,TX,2000760,1/6/60,3000760
805,El Paso,4728.7,1000109,5457,79999,1681.34,Hudson,101 Random Rd.,Crystal,19700,19216.45,(915) 123-4567,109,TX,2000109,12/24/79,3000109
734,El Paso,520.35,1000982,2149,79999,1950.84,Preston,101 Random Rd.,Jennifer,6500,8129,(915) 123-4567,982,TX,2000982,9/15/52,3000982
808,El Paso,5950.85,1000518,5736,79999,1628.88,Sanford,101 Random Rd.,Christopher,23800,3401.16,(915) 123-4567,518,TX,2000518,8/7/07,3000518
563,El Paso,60.54,1000433,3553,79999,1923.51,Patrick,101 Random Rd.,Kristina,500,2391.79,(915) 123-4567,433,TX,2000433,7/13/84,3000433
556,El Paso,120.24,1000552,5162,79999,2435.06,Evans,101 Random Rd.,William,600,6657.17,(915) 123-4567,552,TX,2000552,4/2/74,3000552
357,El Paso,95.28,1000829,4504,79999,1692.15,Thompson,101 Random Rd.,Mark,500,5657.04,(915) 123-4567,829,TX,2000829,3/17/05,3000829
679,El Paso,0.75,1000321,1475,79999,1568.22,Small,101 Random Rd.,Kathleen,7400,20175.06,(915) 123-4567,321,TX,2000321,8/11/45,3000321
421,El Paso,24.09,1000828,4669,79999,1817.4,Shaw,101 Random Rd.,Julie,300,21274.83,(915) 123-4567,828,TX,2000828,3/18/53,3000828
763,El Paso,198.08,1000223,3993,79999,1865.23,Smith,101 Random Rd.,Christian,9900,2424,(915) 123-4567,223,TX,2000223,8/11/72,3000223
522,El Paso,30.62,1000817,6459,79999,2037.2,Norris,101 Random Rd.,Andrew,300,1639.95,(915) 123-4567,817,TX,2000817,7/23/28,3000817
767,El Paso,2340.36,1000275,1811,79999,2483.12,Chang,101 Random Rd.,Allison,15600,12959.48,(915) 123-4567,275,TX,2000275,12/22/02,3000275
833,El Paso,1456.7,1000884,2866,79999,1844.98,Cole,101 Random Rd.,Emily,20800,16283.53,(915) 123-4567,884,TX,2000884,2/28/98,3000884
840,El Paso,3572.93,1000389,9231,79999,1696.97,Hardin,101 Random Rd.,Anthony,18800,15187.25,(915) 123-4567,389,TX,2000389,12/12/53,3000389
627,El Paso,675.76,1000493,5145,79999,2495.07,Porter,101 Random Rd.,Matthew,2700,14096.28,(915) 123-4567,493,TX,2000493,8/25/20,3000493
492,El Paso,72.9,1001017,5437,79999,2462.06,Mitchell,101 Random Rd.,James,300,23013.19,(915) 123-4567,1017,TX,2001017,3/24/40,3001017
467,El Paso,4.31,1000297,4271,79999,1589.59,Mitchell,101 Random Rd.,Maria,400,13820.21,(915) 123-4567,297,TX,2000297,1/17/99,3000297
579,El Paso,120.8,1000265,1319,79999,1524.54,Thomas,101 Random Rd.,David,600,20327.2,(915) 123-4567,265,TX,2000265,11/17/91,3000265
378,El Paso,24.77,1000510,7430,79999,1581.9,Hernandez,101 Random Rd.,Steven,200,5806.77,(915) 123-4567,510,TX,2000510,2/9/63,3000510
795,El Paso,2544.65,1000634,3452,79999,2054.11,Sharp,101 Random Rd.,Beth,15900,4011.33,(915) 123-4567,634,TX,2000634,9/29/16,3000634
723,El Paso,71.38,1000687,8923,79999,1787.17,Miller,101 Random Rd.,Ann,7100,12906.4,(915) 123-4567,687,TX,2000687,9/23/33,3000687
757,El Paso,1136.21,1000239,5910,79999,2371.21,Arellano,101 Random Rd.,Joel,14200,2587.2,(915) 123-4567,239,TX,2000239,7/3/05,3000239
469,El Paso,150.07,1000682,4490,79999,2004.86,Griffin,101 Random Rd.,Sarah,600,7136.55,(915) 123-4567,682,TX,2000682,2/4/17,3000682
360,El Paso,32.96,1000446,2419,79999,1635.7,Lopez,101 Random Rd.,Jon,200,14736.86,(915) 123-4567,446,TX,2000446,10/29/16,3000446
419,El Paso,30.16,1000773,5797,79999,1519.37,Dominguez,101 Random Rd.,Elizabeth,500,24770.27,(915) 123-4567,773,TX,2000773,6/17/72,3000773
494,El Paso,15.38,1000410,2248,79999,2498,Mendez,101 Random Rd.,Terri,300,6734.61,(915) 123-4567,410,TX,2000410,7/13/00,3000410
590,El Paso,192.09,1000753,5669,79999,1579.89,Torres,101 Random Rd.,Elizabeth,800,16694.44,(915) 123-4567,753,TX,2000753,2/12/33,3000753
513,Anaheim,24.36,1000012,6786,92802,2165.61,Disney,1313 Disneyland Dr.,Simba,600,15581.79,(714) 781-4636,12,CA,2000012,4/29/39,3000012
586,El Paso,1296.35,1000137,8946,79999,2089.86,Coleman,101 Random Rd.,Christopher,4800,8397.46,(915) 123-4567,137,TX,2000137,3/8/89,3000137
511,El Paso,108.22,1000505,3901,79999,2324.82,Dorsey,101 Random Rd.,Danielle,400,1429.81,(915) 123-4567,505,TX,2000505,12/17/01,3000505
716,El Paso,1139.65,1000925,6788,79999,2142.39,Bryant,101 Random Rd.,Dalton,6700,9095.77,(915) 123-4567,925,TX,2000925,7/15/43,3000925
672,El Paso,69.9,1000809,8449,79999,2021.5,Estes,101 Random Rd.,Emily,6900,16987.78,(915) 123-4567,809,TX,2000809,1/28/56,3000809
305,El Paso,150.8,1001027,5793,79999,1773.93,Peters,101 Random Rd.,Stephen,500,13068.32,(915) 123-4567,1027,TX,2001027,6/17/02,3001027
599,El Paso,195.48,1000264,1436,79999,1674.55,Zhang,101 Random Rd.,Karen,1500,18267.02,(915) 123-4567,264,TX,2000264,8/7/05,3000264
528,El Paso,32.81,1000951,5661,79999,1849.57,Gross,101 Random Rd.,Mitchell,400,4767.46,(915) 123-4567,951,TX,2000951,10/24/11,3000951
679,El Paso,1890.75,1000253,3287,79999,1519.01,Wright,101 Random Rd.,David,6300,13283.67,(915) 123-4567,253,TX,2000253,6/6/02,3000253
364,El Paso,30.51,1000249,6358,79999,1832.8,Morris,101 Random Rd.,Alejandra,500,13420.87,(915) 123-4567,249,TX,2000249,5/28/78,3000249
789,El Paso,2185.92,1000134,1988,79999,1863.66,Curtis,101 Random Rd.,Jerry,11500,12371.06,(915) 123-4567,134,TX,2000134,10/17/44,3000134
750,El Paso,1408.53,1000075,1804,79968,2007.85,Reyes,500 W. University Ave.,Franz,8800,10707.64,(915) 747-5000,75,TX,2000075,10/28/71,3000075
334,El Paso,36.77,1000076,1315,79968,2260.47,Salgado,500 W. University Ave.,Jacob,300,20002.9,(915) 747-5000,76,TX,2000076,6/13/46,3000076
419,El Paso,19.73,1000768,5618,79999,2087.76,Wilkerson,101 Random Rd.,Brandy,100,3301.73,(915) 123-4567,768,TX,2000768,8/28/77,3000768
352,El Paso,135.42,1000464,1474,79999,1827.95,Rice,101 Random Rd.,Crystal,500,16939.78,(915) 123-4567,464,TX,2000464,9/28/73,3000464
413,El Paso,80.63,1000213,9995,79999,2310.53,Alvarez,101 Random Rd.,Susan,500,9380.49,(915) 123-4567,213,TX,2000213,11/29/07,3000213
757,El Paso,3082.89,1000398,4244,79999,1586.86,Rose,101 Random Rd.,Scott,13400,15876.87,(915) 123-4567,398,TX,2000398,3/3/62,3000398
759,El Paso,3248.76,1000641,1105,79999,1969.68,Lambert,101 Random Rd.,Krista,11600,14036.78,(915) 123-4567,641,TX,2000641,7/19/44,3000641
377,El Paso,42.89,1000719,4176,79999,1522.17,Robles,101 Random Rd.,Cody,600,21171.33,(915) 123-4567,719,TX,2000719,11/2/43,3000719
811,El Paso,6989.46,1000468,3746,79999,2453.72,Hardy,101 Random Rd.,Theresa,24100,23509.93,(915) 123-4567,468,TX,2000468,8/15/67,3000468
830,El Paso,2240.46,1000839,7995,79999,1774.92,Newton,101 Random Rd.,Sandra,16000,4140.81,(915) 123-4567,839,TX,2000839,12/25/37,3000839
358,El Paso,10.6,1000298,3587,79999,1735.43,Villegas,101 Random Rd.,Stephen,100,3011.45,(915) 123-4567,298,TX,2000298,4/29/35,3000298
424,El Paso,29.13,1000901,4829,79999,1503.26,Mcdaniel,101 Random Rd.,Penny,100,20444.76,(915) 123-4567,901,TX,2000901,10/11/21,3000901
724,El Paso,310.24,1000351,6935,79999,1913.27,Haynes,101 Random Rd.,Donald,6200,5206.19,(915) 123-4567,351,TX,2000351,1/10/80,3000351
755,El Paso,4290.52,1000220,8812,79999,2092.24,Garrett,101 Random Rd.,Lisa,14300,3468.69,(915) 123-4567,220,TX,2000220,6/14/83,3000220
390,El Paso,168.19,1000752,5259,79999,2403.7,Fletcher,101 Random Rd.,Anita,600,10573.58,(915) 123-4567,752,TX,2000752,2/21/76,3000752
440,El Paso,27.94,1000144,8269,79999,1862.55,Torres,101 Random Rd.,Richard,100,6102.72,(915) 123-4567,144,TX,2000144,1/30/59,3000144
429,El Paso,125.7,1000533,3910,79999,1913.18,Chase,101 Random Rd.,Jenna,500,3964.07,(915) 123-4567,533,TX,2000533,4/21/07,3000533
557,El Paso,80.25,1000778,6931,79999,1951.28,Nguyen,101 Random Rd.,Sabrina,500,18767.15,(915) 123-4567,778,TX,2000778,2/8/80,3000778
550,El Paso,27.78,1000907,5363,79999,1512.44,Irwin,101 Random Rd.,Carlos,300,6419.72,(915) 123-4567,907,TX,2000907,10/7/38,3000907
828,El Paso,1496.7,1000480,2448,79999,2070.66,Wood,101 Random Rd.,Michelle,18700,14651.32,(915) 123-4567,480,TX,2000480,8/4/57,3000480
695,El Paso,365.7,1000754,1286,79999,1787.52,Rodriguez,101 Random Rd.,Jeffrey,7300,15192.06,(915) 123-4567,754,TX,2000754,3/21/33,3000754
699,El Paso,952.08,1000577,6676,79999,2488.87,Hernandez,101 Random Rd.,Jamie,5600,18394.64,(915) 123-4567,577,TX,2000577,2/19/63,3000577
435,El Paso,80.03,1000805,6222,79999,2266.12,Castillo,101 Random Rd.,Elizabeth,500,22805.06,(915) 123-4567,805,TX,2000805,5/10/45,3000805
555,El Paso,12.14,1000535,8476,79999,1831.55,Velasquez,101 Random Rd.,Sherri,300,4041.52,(915) 123-4567,535,TX,2000535,3/2/55,3000535
477,El Paso,108.53,1000825,7680,79999,2178.63,Bentley,101 Random Rd.,Ernest,600,1775.52,(915) 123-4567,825,TX,2000825,10/3/99,3000825
669,El Paso,315.38,1000482,6735,79999,2268.51,Gordon,101 Random Rd.,Brandi,1500,10896.13,(915) 123-4567,482,TX,2000482,5/30/84,3000482
498,El Paso,4.38,1000496,4165,79999,1651.04,Hansen,101 Random Rd.,Gabriel,100,15662.37,(915) 123-4567,496,TX,2000496,2/16/56,3000496
793,El Paso,304.63,1000093,1988,79999,1593.31,Williams,101 Random Rd.,Dana,15200,16473.55,(915) 123-4567,93,TX,2000093,1/9/47,3000093
368,El Paso,90.23,1000190,5945,79999,1998.75,Hammond,101 Random Rd.,James,300,8805.94,(915) 123-4567,190,TX,2000190,6/3/66,3000190
390,El Paso,78.7,1000848,5760,79999,2462.29,Holt,101 Random Rd.,Philip,600,6378.27,(915) 123-4567,848,TX,2000848,6/21/21,3000848
377,El Paso,29.91,1000325,6439,79999,1647.61,Rivera,101 Random Rd.,Melissa,100,19135.09,(915) 123-4567,325,TX,2000325,10/22/57,3000325
682,El Paso,1296.97,1000598,3476,79999,2481.61,Baker,101 Random Rd.,Darin,7200,8023.32,(915) 123-4567,598,TX,2000598,5/20/81,3000598
829,El Paso,2856.94,1000077,7869,79968,2389.9,Sanchez,500 W. University Ave.,Diego,16800,12148.99,(915) 747-5000,77,TX,2000077,10/31/53,3000077
740,El Paso,2616.72,1000990,1391,79999,2293,Jackson,101 Random Rd.,Emily,10900,5213.34,(915) 123-4567,990,TX,2000990,7/3/31,3000990
538,El Paso,50.23,1000378,6313,79999,2199.1,Stevens,101 Random Rd.,Mary,500,24868.07,(915) 123-4567,378,TX,2000378,12/27/87,3000378
669,El Paso,330.23,1000528,6325,79999,2445.95,Hale,101 Random Rd.,Kaylee,1500,4672.63,(915) 123-4567,528,TX,2000528,3/1/57,3000528
614,El Paso,480.89,1000639,9732,79999,1939.16,Fields,101 Random Rd.,Christopher,4800,3088.46,(915) 123-4567,639,TX,2000639,3/24/31,3000639
313,El Paso,0.91,1000404,1558,79999,1561.38,Stein,101 Random Rd.,Anita,200,6925.86,(915) 123-4567,404,TX,2000404,5/17/48,3000404
497,El Paso,84.39,1000484,8954,79999,1827.68,Cooper,101 Random Rd.,Samantha,400,5925.91,(915) 123-4567,484,TX,2000484,9/29/21,3000484
306,El Paso,26.15,1000652,5181,79999,2383.36,Anderson,101 Random Rd.,James,200,20463.86,(915) 123-4567,652,TX,2000652,6/15/45,3000652
622,El Paso,441.19,1000285,4626,79999,2372.12,King,101 Random Rd.,Chris,2100,19428.27,(915) 123-4567,285,TX,2000285,5/12/62,3000285
390,El Paso,8.09,1000235,8933,79999,1630.28,Lewis,101 Random Rd.,Joseph,100,14363.27,(915) 123-4567,235,TX,2000235,5/27/85,3000235
734,El Paso,1456.87,1000651,4279,79999,2376.68,Mcdonald,101 Random Rd.,Melissa,5200,20282.76,(915) 123-4567,651,TX,2000651,1/16/31,3000651
614,El Paso,468.7,1000942,3122,79999,2398.67,Herman,101 Random Rd.,Paul,2600,20276.24,(915) 123-4567,942,TX,2000942,4/16/88,3000942
417,El Paso,8.54,1000166,8350,79999,2415.25,Alexander,101 Random Rd.,Julie,200,24060.15,(915) 123-4567,166,TX,2000166,1/16/47,3000166
475,El Paso,0.46,1000530,5350,79999,1801.96,Kelley,101 Random Rd.,Grace,600,14314.8,(915) 123-4567,530,TX,2000530,3/6/80,3000530
683,El Paso,1020.93,1000957,1721,79999,1691.78,Simpson,101 Random Rd.,Becky,6000,24150.17,(915) 123-4567,957,TX,2000957,9/26/33,3000957
685,El Paso,355.16,1000610,9854,79999,1611.92,Molina,101 Random Rd.,Edward,7100,16425.07,(915) 123-4567,610,TX,2000610,5/22/92,3000610
447,El Paso,108.46,1000713,1974,79999,1967.59,Jones,101 Random Rd.,Timothy,400,2076.43,(915) 123-4567,713,TX,2000713,1/31/80,3000713
490,El Paso,112.01,1000494,6224,79999,2386.95,Barber,101 Random Rd.,Angel,400,4708.85,(915) 123-4567,494,TX,2000494,8/14/71,3000494
361,El Paso,44.88,1000712,8768,79999,1558.22,Adams,101 Random Rd.,Anthony,200,15069.2,(915) 123-4567,712,TX,2000712,6/5/65,3000712
394,El Paso,18.92,1000678,5634,79999,2126.97,Miller,101 Random Rd.,Lisa,100,22507.17,(915) 123-4567,678,TX,2000678,2/13/94,3000678
321,El Paso,8.25,1000931,9873,79999,2425.57,Hayes,101 Random Rd.,David,100,11397.11,(915) 123-4567,931,TX,2000931,3/5/51,3000931
318,El Paso,60.07,1000244,4311,79999,2263.41,Cox,101 Random Rd.,Dorothy,300,10115.67,(915) 123-4567,244,TX,2000244,9/26/48,3000244
782,El Paso,0.13,1000193,4328,79999,1623.88,Romero,101 Random Rd.,Olivia,10400,11458.25,(915) 123-4567,193,TX,2000193,12/21/45,3000193
800,El Paso,1992.79,1000949,6779,79999,1617.13,Wang,101 Random Rd.,Robert,16600,17966.24,(915) 123-4567,949,TX,2000949,11/12/41,3000949
389,El Paso,45.49,1000121,7980,79999,1611.74,Ellis,101 Random Rd.,Stephen,300,16712.78,(915) 123-4567,121,TX,2000121,2/5/45,3000121
532,El Paso,10.05,1000814,5546,79999,2348.94,Smith,101 Random Rd.,Jose,200,18240.34,(915) 123-4567,814,TX,2000814,10/9/42,3000814
431,El Paso,5.98,1000977,4516,79999,2011.1,Burton,101 Random Rd.,Samuel,500,10094.77,(915) 123-4567,977,TX,2000977,8/26/78,3000977
755,El Paso,1896.93,1000930,9420,79999,1690.69,Evans,101 Random Rd.,Tyler,15800,16717,(915) 123-4567,930,TX,2000930,7/25/90,3000930
521,El Paso,24.78,1000708,4753,79999,1572.47,Hall,101 Random Rd.,Thomas,600,13880.46,(915) 123-4567,708,TX,2000708,12/25/30,3000708
738,El Paso,130.07,1000092,9177,79999,2204.21,Lyons,101 Random Rd.,Robert,6500,21490.76,(915) 123-4567,92,TX,2000092,12/2/20,3000092
575,El Paso,33.49,1000562,6577,79999,1561.78,Matthews,101 Random Rd.,Diana,300,14682.83,(915) 123-4567,562,TX,2000562,2/8/99,3000562
526,El Paso,96.96,1000605,6244,79999,1726.35,Price,101 Random Rd.,Lawrence,600,24772.98,(915) 123-4567,605,TX,2000605,2/8/78,3000605
463,El Paso,95.41,1000784,7119,79999,2233.54,Bennett,101 Random Rd.,Patrick,500,13416.79,(915) 123-4567,784,TX,2000784,3/16/42,3000784
697,El Paso,770.25,1000489,1712,79999,2463.76,Evans,101 Random Rd.,Jose,5500,9579.74,(915) 123-4567,489,TX,2000489,8/18/68,3000489
698,El Paso,1200.77,1000937,5848,79999,2244.62,King,101 Random Rd.,Kylie,5000,8289.15,(915) 123-4567,937,TX,2000937,7/27/40,3000937
382,El Paso,10.13,1000732,7813,79999,2207.13,Nunez,101 Random Rd.,Michael,100,1194.1,(915) 123-4567,732,TX,2000732,1/17/60,3000732
747,El Paso,3210.72,1000978,9643,79999,2092.2,Byrd,101 Random Rd.,Anthony,10700,1738.82,(915) 123-4567,978,TX,2000978,1/23/85,3000978
335,El Paso,7.96,1000826,1793,79999,2486.66,Hayes,101 Random Rd.,Crystal,100,16429.38,(915) 123-4567,826,TX,2000826,12/14/43,3000826
716,El Paso,432.37,1000164,9393,79999,1652.3,Wilson,101 Random Rd.,Justin,5400,4596.54,(915) 123-4567,164,TX,2000164,8/1/63,3000164
476,El Paso,115.33,1000553,2381,79999,1982.95,Harper,101 Random Rd.,Dakota,500,1046.11,(915) 123-4567,553,TX,2000553,9/30/63,3000553
798,El Paso,2070.77,1001018,5380,79999,2037.95,Stevenson,101 Random Rd.,Thomas,11500,20460.49,(915) 123-4567,1018,TX,2001018,1/1/88,3001018
474,El Paso,64.57,1000474,1126,79999,2366.16,Mercado,101 Random Rd.,Doris,400,17785.87,(915) 123-4567,474,TX,2000474,10/1/43,3000474
525,El Paso,80.61,1000382,8871,79999,2189.86,Elliott,101 Random Rd.,Thomas,500,21076.72,(915) 123-4567,382,TX,2000382,11/13/18,3000382
829,El Paso,4680.68,1000659,9724,79999,1927,Moore,101 Random Rd.,Anthony,19500,6653.95,(915) 123-4567,659,TX,2000659,8/28/82,3000659
304,Anaheim,34.1,1000001,5965,92802,2462.36,Mouse,1313 Disneyland Dr.,Mickey,200,6778.32,(714) 781-4636,1,CA,2000001,3/25/91,3000001
819,El Paso,3834.3,1000770,2594,79999,2233.38,Ray,101 Random Rd.,Michelle,21300,8933.43,(915) 123-4567,770,TX,2000770,7/29/67,3000770
731,El Paso,1007.46,1000981,8823,79999,1950.72,West,101 Random Rd.,Sara,5300,11299.4,(915) 123-4567,981,TX,2000981,1/12/47,3000981
370,El Paso,23.31,1000123,7289,79999,2145.23,Carter,101 Random Rd.,Pamela,100,3016.23,(915) 123-4567,123,TX,2000123,1/13/44,3000123
767,El Paso,440.96,1000424,9633,79999,2443.4,Neal,101 Random Rd.,Brandon,8800,7004.31,(915) 123-4567,424,TX,2000424,7/13/88,3000424
678,El Paso,1254.45,1000756,4218,79999,2177.93,Summers,101 Random Rd.,David,5700,14177.21,(915) 123-4567,756,TX,2000756,12/22/95,3000756
570,El Paso,32.74,1000675,5682,79999,1591.32,Ortiz,101 Random Rd.,William,200,6741.45,(915) 123-4567,675,TX,2000675,3/17/03,3000675
439,El Paso,110.87,1000915,9385,79999,2356.32,Watson,101 Random Rd.,James,500,24599.34,(915) 123-4567,915,TX,2000915,5/17/86,3000915
324,El Paso,7.27,1000405,8594,79999,2042.29,Hull,101 Random Rd.,Sean,100,5170.93,(915) 123-4567,405,TX,2000405,3/20/68,3000405
447,El Paso,174.9,1000165,3975,79999,2417.3,Espinoza,101 Random Rd.,Craig,600,13773.83,(915) 123-4567,165,TX,2000165,6/8/74,3000165
666,El Paso,450.66,1000521,2768,79999,1891.46,Horne,101 Random Rd.,Noah,1500,7483.26,(915) 123-4567,521,TX,2000521,7/30/32,3000521
443,El Paso,34.93,1000899,8139,79999,1774.58,Ramos,101 Random Rd.,Andre,200,7806.7,(915) 123-4567,899,TX,2000899,4/4/46,3000899
607,El Paso,204.29,1000407,1150,79999,1507.23,Soto,101 Random Rd.,David,1200,6908.62,(915) 123-4567,407,TX,2000407,3/8/53,3000407
600,El Paso,252.54,1000547,7717,79999,1762.89,Bowman,101 Random Rd.,Ryan,2800,14331.71,(915) 123-4567,547,TX,2000547,12/6/32,3000547
601,El Paso,48.9,1000912,8913,79999,2157.64,Ortega,101 Random Rd.,Christopher,1600,15721.43,(915) 123-4567,912,TX,2000912,2/24/05,3000912
516,El Paso,0.37,1000579,9362,79999,1912.26,Clark,101 Random Rd.,Theresa,100,5407.16,(915) 123-4567,579,TX,2000579,8/13/49,3000579
822,El Paso,2158.2,1000307,1236,79999,2335.34,Smith,101 Random Rd.,Laura,16600,4448.03,(915) 123-4567,307,TX,2000307,6/29/20,3000307
